name,symbol,market
알에스오토메이션,140670.KQ,KOSDAQ
휴온스,243070.KQ,KOSDAQ
LS증권,078020.KQ,KOSDAQ
SG,255220.KQ,KOSDAQ
유니셈,036200.KQ,KOSDAQ
더즌,462860.KQ,KOSDAQ
현대코퍼레이션,011760.KS,KOSPI
삼영무역,002810.KS,KOSPI
아크릴,0007C0.KQ,KOSDAQ
삼성SDI우,006405.KS,KOSPI
에브리봇,270660.KQ,KOSDAQ
유진기업,023410.KQ,KOSDAQ
석경에이티,357550.KQ,KOSDAQ
매커스,093520.KQ,KOSDAQ
서울가스,017390.KS,KOSPI
KPX홀딩스,092230.KS,KOSPI
우주일렉트로,065680.KQ,KOSDAQ
한국토지신탁,034830.KS,KOSPI
대아티아이,045390.KQ,KOSDAQ
일신방직,003200.KS,KOSPI
한국비엔씨,256840.KQ,KOSDAQ
화신,010690.KS,KOSPI
삼미금속,012210.KQ,KOSDAQ
유나이티드제약,033270.KS,KOSPI
네오팜,092730.KQ,KOSDAQ
한국자산신탁,123890.KS,KOSPI
KG이니시스,035600.KQ,KOSDAQ
사조산업,007160.KS,KOSPI
엘앤케이바이오,156100.KQ,KOSDAQ
테라뷰,950250.KQ,KOSDAQ
에이플러스에셋,244920.KS,KOSPI
엘케이켐,489500.KQ,KOSDAQ
제이브이엠,054950.KQ,KOSDAQ
노루홀딩스,000320.KS,KOSPI
에이비온,203400.KQ,KOSDAQ
BYC,001460.KS,KOSPI
풍원정밀,371950.KQ,KOSDAQ
CMG제약,058820.KQ,KOSDAQ
더핑크퐁컴퍼니,403850.KQ,KOSDAQ
DSC인베스트먼트,241520.KQ,KOSDAQ
광동제약,009290.KS,KOSPI
오킨스전자,080580.KQ,KOSDAQ
TYM,002900.KS,KOSPI
바디텍메드,206640.KQ,KOSDAQ
KG에코솔루션,151860.KQ,KOSDAQ
티엑스알로보틱스,484810.KQ,KOSDAQ
헬릭스미스,084990.KQ,KOSDAQ
헥토이노베이션,214180.KQ,KOSDAQ
하이비젼시스템,126700.KQ,KOSDAQ
바텍,043150.KQ,KOSDAQ
JW홀딩스,096760.KS,KOSPI
엘브이엠씨홀딩스,900140.KS,KOSPI
에코아이,448280.KQ,KOSDAQ
에스엔시스,0008Z0.KQ,KOSDAQ
GRT,900290.KQ,KOSDAQ
일성아이에스,003120.KS,KOSPI
한국정보통신,025770.KQ,KOSDAQ
인터플렉스,051370.KQ,KOSDAQ
사피엔반도체,452430.KQ,KOSDAQ
남양유업,003920.KS,KOSPI
엘티씨,170920.KQ,KOSDAQ
삼목에스폼,018310.KQ,KOSDAQ
아스트,067390.KQ,KOSDAQ
SJG세종,033530.KS,KOSPI
선진,136490.KS,KOSPI
제이오,418550.KQ,KOSDAQ
매일유업,267980.KQ,KOSDAQ
AP위성,211270.KQ,KOSDAQ
경방,000050.KS,KOSPI
듀켐바이오,176750.KQ,KOSDAQ
이리츠코크렙,088260.KS,KOSPI
에이블씨엔씨,078520.KS,KOSPI
한국정보인증,053300.KQ,KOSDAQ
모토닉,009680.KS,KOSPI
디앤디플랫폼리츠,377190.KS,KOSPI
이지스밸류플러스리츠,334890.KS,KOSPI
넥스틸,092790.KS,KOSPI
세방,004360.KS,KOSPI
PKC,001340.KS,KOSPI
에이팩트,200470.KQ,KOSDAQ
대화제약,067080.KQ,KOSDAQ
코난테크놀로지,402030.KQ,KOSDAQ
노바렉스,194700.KQ,KOSDAQ
나노팀,417010.KQ,KOSDAQ
한국캐피탈,023760.KQ,KOSDAQ
상아프론테크,089980.KQ,KOSDAQ
대원전선,006340.KS,KOSPI
모두투어,080160.KQ,KOSDAQ
노바텍,285490.KQ,KOSDAQ
PS일렉트로닉스,332570.KQ,KOSDAQ
케이엔제이,272110.KQ,KOSDAQ
뷰노,338220.KQ,KOSDAQ
한양증권,001750.KS,KOSPI
백산,035150.KS,KOSPI
윤성에프앤씨,372170.KQ,KOSDAQ
광주신세계,037710.KS,KOSPI
LX하우시스,108670.KS,KOSPI
해성산업,034810.KQ,KOSDAQ
범한퓨얼셀,382900.KQ,KOSDAQ
미래에셋증권우,006805.KS,KOSPI
LS네트웍스,000680.KS,KOSPI
서흥,008490.KS,KOSPI
대신밸류리츠,0030R0.KS,KOSPI
대원산업,005710.KQ,KOSDAQ
JTC,950170.KQ,KOSDAQ
뉴파워프라즈마,144960.KQ,KOSDAQ
이랜텍,054210.KQ,KOSDAQ
삼성물산우B,02826K.KS,KOSPI
디오,039840.KQ,KOSDAQ
지누스,013890.KS,KOSPI
비츠로테크,042370.KQ,KOSDAQ
노머스,473980.KQ,KOSDAQ
도우인시스,484120.KQ,KOSDAQ
동원개발,013120.KQ,KOSDAQ
서호전기,065710.KQ,KOSDAQ
액트로,290740.KQ,KOSDAQ
대양전기공업,108380.KQ,KOSDAQ
지놈앤컴퍼니,314130.KQ,KOSDAQ
자람테크놀로지,389020.KQ,KOSDAQ
아이패밀리에스씨,114840.KQ,KOSDAQ
아이마켓코리아,122900.KS,KOSPI
모베이스전자,012860.KQ,KOSDAQ
무학,033920.KS,KOSPI
대원제약,003220.KS,KOSPI
네패스아크,330860.KQ,KOSDAQ
엔케이맥스,182400.KQ,KOSDAQ
중앙첨단소재,051980.KQ,KOSDAQ
세나테크놀로지,061090.KQ,KOSDAQ
큐라클,365270.KQ,KOSDAQ
BGF에코머티리얼즈,126600.KQ,KOSDAQ
미래반도체,254490.KQ,KOSDAQ
피에이치에이,043370.KQ,KOSDAQ
LB세미콘,061970.KQ,KOSDAQ
삼진제약,005500.KS,KOSPI
종근당홀딩스,001630.KS,KOSPI
잇츠한불,226320.KS,KOSPI
비덴트,121800.KQ,KOSDAQ
인포바인,115310.KQ,KOSDAQ
한라IMS,092460.KQ,KOSDAQ
동양이엔피,079960.KQ,KOSDAQ
제노코,361390.KQ,KOSDAQ
메카로,241770.KQ,KOSDAQ
대한제당,001790.KS,KOSPI
성신양회,004980.KS,KOSPI
흥국화재,000540.KS,KOSPI
위니아에이드,377460.KQ,KOSDAQ
신세계 I&C,035510.KS,KOSPI
이노와이어리스,073490.KQ,KOSDAQ
에스엠벡셀,010580.KS,KOSPI
동국홀딩스,001230.KS,KOSPI
HLB테라퓨틱스,115450.KQ,KOSDAQ
포스코스틸리온,058430.KS,KOSPI
잉글우드랩,950140.KQ,KOSDAQ
일양약품,007570.KS,KOSPI
하나기술,299030.KQ,KOSDAQ
뷰웍스,100120.KQ,KOSDAQ
우진엔텍,457550.KQ,KOSDAQ
한국알콜,017890.KQ,KOSDAQ
대원강업,000430.KS,KOSPI
이지바이오,353810.KQ,KOSDAQ
클리오,237880.KQ,KOSDAQ
서연,007860.KS,KOSPI
모트렉스,118990.KQ,KOSDAQ
코오롱글로벌,003070.KS,KOSPI
피아이이,452450.KQ,KOSDAQ
다올투자증권,030210.KS,KOSPI
오로스테크놀로지,322310.KQ,KOSDAQ
나이스정보통신,036800.KQ,KOSDAQ
일진파워,094820.KQ,KOSDAQ
동아지질,028100.KS,KOSPI
유니슨,018000.KQ,KOSDAQ
LG생활건강우,051905.KS,KOSPI
와이씨켐,112290.KQ,KOSDAQ
대한제분,001130.KS,KOSPI
플리토,300080.KQ,KOSDAQ
현대비앤지스틸,004560.KS,KOSPI
방림,003610.KS,KOSPI
케이티알파,036030.KQ,KOSDAQ
넵튠,217270.KQ,KOSDAQ
휴스틸,005010.KS,KOSPI
한국화장품제조,003350.KS,KOSPI
엠아이텍,179290.KQ,KOSDAQ
아이씨티케이,456010.KQ,KOSDAQ
박셀바이오,323990.KQ,KOSDAQ
피에스텍,002230.KQ,KOSDAQ
마녀공장,439090.KQ,KOSDAQ
토비스,051360.KQ,KOSDAQ
스카이라이프,053210.KS,KOSPI
이수화학,005950.KS,KOSPI
AJ네트웍스,095570.KS,KOSPI
삼일제약,000520.KS,KOSPI
원익,032940.KQ,KOSDAQ
삼영전자,005680.KS,KOSPI
대동기어,008830.KQ,KOSDAQ
디지털대성,068930.KQ,KOSDAQ
SK디앤디,210980.KS,KOSPI
신흥에스이씨,243840.KQ,KOSDAQ
KSS해운,044450.KS,KOSPI
이랜시스,264850.KQ,KOSDAQ
교촌에프앤비,339770.KS,KOSPI
폴라리스오피스,041020.KQ,KOSDAQ
아바코,083930.KQ,KOSDAQ
엠케이전자,033160.KQ,KOSDAQ
현대ADM,187660.KQ,KOSDAQ
프레스티지바이오로직스,334970.KQ,KOSDAQ
와이엠티,251370.KQ,KOSDAQ
라온로보틱스,232680.KQ,KOSDAQ
에어부산,298690.KS,KOSPI
대신증권2우B,003547.KS,KOSPI
토니모리,214420.KS,KOSPI
에스투더블유,488280.KQ,KOSDAQ
네오위즈홀딩스,042420.KQ,KOSDAQ
엔알비,475230.KQ,KOSDAQ
이수앱지스,086890.KQ,KOSDAQ
퍼스텍,010820.KS,KOSPI
인텍플러스,064290.KQ,KOSDAQ
미원화학,134380.KS,KOSPI
삼영,003720.KS,KOSPI
제일일렉트릭,199820.KQ,KOSDAQ
압타바이오,293780.KQ,KOSDAQ
신한서부티엔디리츠,404990.KS,KOSPI
CJ우,001045.KS,KOSPI
웨이비스,289930.KQ,KOSDAQ
엘오티베큠,083310.KQ,KOSDAQ
큐알티,405100.KQ,KOSDAQ
송원산업,004430.KS,KOSPI
HS효성,487570.KS,KOSPI
우림피티에스,101170.KQ,KOSDAQ
디케이티,290550.KQ,KOSDAQ
계양전기,012200.KS,KOSPI
이월드,084680.KS,KOSPI
KCTC,009070.KS,KOSPI
흥구석유,024060.KQ,KOSDAQ
와이투솔루션,011690.KS,KOSPI
어보브반도체,102120.KQ,KOSDAQ
CR홀딩스,000480.KS,KOSPI
동양,001520.KS,KOSPI
KPX케미칼,025000.KS,KOSPI
텔레칩스,054450.KQ,KOSDAQ
S-Oil우,010955.KS,KOSPI
대성에너지,117580.KS,KOSPI
이연제약,102460.KS,KOSPI
앤로보틱스,138360.KQ,KOSDAQ
한국공항,005430.KS,KOSPI
싸이닉솔루션,234030.KQ,KOSDAQ
파워로직스,047310.KQ,KOSDAQ
하이트진로홀딩스,000140.KS,KOSPI
도화엔지니어링,002150.KS,KOSPI
타이거일렉,219130.KQ,KOSDAQ
알루코,001780.KS,KOSPI
동성케미컬,102260.KS,KOSPI
지씨지놈,340450.KQ,KOSDAQ
에이스테크,088800.KQ,KOSDAQ
비보존 제약,082800.KQ,KOSDAQ
코리아에프티,123410.KQ,KOSDAQ
강남제비스코,000860.KS,KOSPI
한미글로벌,053690.KS,KOSPI
오가노이드사이언스,476040.KQ,KOSDAQ
디엔에프,092070.KQ,KOSDAQ
엑스게이트,356680.KQ,KOSDAQ
KZ정밀,036560.KQ,KOSDAQ
레드캡투어,038390.KQ,KOSDAQ
시너지이노베이션,048870.KQ,KOSDAQ
차AI헬스케어,025620.KS,KOSPI
미창석유,003650.KS,KOSPI
나인테크,267320.KQ,KOSDAQ
제넥신,095700.KQ,KOSDAQ
아이스크림미디어,461300.KQ,KOSDAQ
제일약품,271980.KS,KOSPI
메드팩토,235980.KQ,KOSDAQ
골프존홀딩스,121440.KQ,KOSDAQ
계룡건설,013580.KS,KOSPI
LG우,003555.KS,KOSPI
에치에프알,230240.KQ,KOSDAQ
유비케어,032620.KQ,KOSDAQ
HDC랩스,039570.KS,KOSPI
인터로조,119610.KQ,KOSDAQ
페스카로,0015S0.KQ,KOSDAQ
엠디바이스,226590.KQ,KOSDAQ
아나패스,123860.KQ,KOSDAQ
상신이디피,091580.KQ,KOSDAQ
KG모빌리언스,046440.KQ,KOSDAQ
만호제강,001080.KS,KOSPI
리파인,377450.KQ,KOSDAQ
코윈테크,282880.KQ,KOSDAQ
삼익THK,004380.KS,KOSPI
한솔제지,213500.KS,KOSPI
JW생명과학,234080.KS,KOSPI
바이오비쥬,489460.KQ,KOSDAQ
강스템바이오텍,217730.KQ,KOSDAQ
아이텍,119830.KQ,KOSDAQ
베뉴지,019010.KQ,KOSDAQ
비씨엔씨,146320.KQ,KOSDAQ
HB테크놀러지,078150.KQ,KOSDAQ
티이엠씨,425040.KQ,KOSDAQ
인선이엔티,060150.KQ,KOSDAQ
이스트소프트,047560.KQ,KOSDAQ
로보로보,215100.KQ,KOSDAQ
GS글로벌,001250.KS,KOSPI
마크로젠,038290.KQ,KOSDAQ
큐브엔터,182360.KQ,KOSDAQ
금호석유화학우,011785.KS,KOSPI
아이디스,143160.KQ,KOSDAQ
이노테크,469610.KQ,KOSDAQ
해태제과식품,101530.KS,KOSPI
경인양행,012610.KS,KOSPI
제이엘케이,322510.KQ,KOSDAQ
바이오솔루션,086820.KQ,KOSDAQ
조이시티,067000.KQ,KOSDAQ
에스앤디,260970.KQ,KOSDAQ
금화피에스시,036190.KQ,KOSDAQ
제닉,123330.KQ,KOSDAQ
나우IB,293580.KQ,KOSDAQ
원익피앤이,217820.KQ,KOSDAQ
환인제약,016580.KS,KOSPI
웅진,016880.KS,KOSPI
에스와이스틸텍,365330.KQ,KOSDAQ
싸이맥스,160980.KQ,KOSDAQ
엔비알모션,0004V0.KQ,KOSDAQ
쿼드메디슨,464490.KQ,KOSDAQ
성우,458650.KQ,KOSDAQ
오이솔루션,138080.KQ,KOSDAQ
유비쿼스홀딩스,078070.KQ,KOSDAQ
대창단조,015230.KS,KOSPI
삼성제약,001360.KS,KOSPI
에이프로젠,007460.KS,KOSPI
퀄리타스반도체,432720.KQ,KOSDAQ
롯데하이마트,071840.KS,KOSPI
한국석유,004090.KS,KOSPI
라온텍,418420.KQ,KOSDAQ
한솔테크닉스,004710.KS,KOSPI
새빗켐,107600.KQ,KOSDAQ
소룩스,290690.KQ,KOSDAQ
나노엔텍,039860.KQ,KOSDAQ
하나제약,293480.KS,KOSPI
일진다이아,081000.KS,KOSPI
유비쿼스,264450.KQ,KOSDAQ
삼양패키징,272550.KS,KOSPI
이크레더블,092130.KQ,KOSDAQ
현대사료,016790.KQ,KOSDAQ
아톤,158430.KQ,KOSDAQ
디에스케이,109740.KQ,KOSDAQ
CJ제일제당 우,097955.KS,KOSPI
LG헬로비전,037560.KS,KOSPI
좋은사람들,033340.KQ,KOSDAQ
화승인더,006060.KS,KOSPI
KBI동양철관,008970.KS,KOSPI
경농,002100.KS,KOSPI
톱텍,108230.KQ,KOSDAQ
LS티라유텍,322180.KQ,KOSDAQ
신세계푸드,031440.KS,KOSPI
아모레퍼시픽홀딩스3우C,00279K.KS,KOSPI
이구산업,025820.KS,KOSPI
씨앤지하이테크,264660.KQ,KOSDAQ
우양에이치씨,101970.KQ,KOSDAQ
노루페인트,090350.KS,KOSPI
마이크로컨텍솔,098120.KQ,KOSDAQ
세경하이테크,148150.KQ,KOSDAQ
금강공업,014280.KS,KOSPI
이엔셀,456070.KQ,KOSDAQ
LK삼양,225190.KQ,KOSDAQ
NH올원리츠,400760.KS,KOSPI
코텍,052330.KQ,KOSDAQ
비엘팜텍,065170.KQ,KOSDAQ
삼보모터스,053700.KQ,KOSDAQ
한선엔지니어링,452280.KQ,KOSDAQ
SV인베스트먼트,289080.KQ,KOSDAQ
탑런토탈솔루션,336680.KQ,KOSDAQ
자이에스앤디,317400.KS,KOSPI
탑머티리얼,360070.KQ,KOSDAQ
대한약품,023910.KQ,KOSDAQ
킵스파마,256940.KQ,KOSDAQ
시지메드텍,056090.KQ,KOSDAQ
삼영엠텍,054540.KQ,KOSDAQ
진양홀딩스,100250.KS,KOSPI
씨에스베어링,297090.KQ,KOSDAQ
유화증권,003460.KS,KOSPI
일승,333430.KQ,KOSDAQ
금호건설,002990.KS,KOSPI
제닉스로보틱스,381620.KQ,KOSDAQ
DH오토넥스,000300.KS,KOSPI
멀티캠퍼스,067280.KQ,KOSDAQ
지투파워,388050.KQ,KOSDAQ
씨피시스템,413630.KQ,KOSDAQ
삼양통상,002170.KS,KOSPI
케이엔솔,053080.KQ,KOSDAQ
경동제약,011040.KQ,KOSDAQ
동화약품,000020.KS,KOSPI
새로닉스,042600.KQ,KOSDAQ
녹십자웰빙,234690.KQ,KOSDAQ
푸른저축은행,007330.KQ,KOSDAQ
와이솔,122990.KQ,KOSDAQ
YTN,040300.KQ,KOSDAQ
동방메디컬,240550.KQ,KOSDAQ
HB솔루션,297890.KQ,KOSDAQ
신원,009270.KS,KOSPI
한국화장품,123690.KS,KOSPI
쇼박스,086980.KQ,KOSDAQ
동양고속,084670.KS,KOSPI
삼보판지,023600.KQ,KOSDAQ
한국무브넥스,010100.KS,KOSPI
젝시믹스,337930.KQ,KOSDAQ
국보디자인,066620.KQ,KOSDAQ
대주산업,003310.KQ,KOSDAQ
경동인베스트,012320.KS,KOSPI
사람인,143240.KQ,KOSDAQ
티움바이오,321550.KQ,KOSDAQ
동구바이오제약,006620.KQ,KOSDAQ
옵티코어,380540.KQ,KOSDAQ
마이크로디지탈,305090.KQ,KOSDAQ
인피니트헬스케어,071200.KQ,KOSDAQ
동국씨엠,460850.KS,KOSPI
LB인베스트먼트,309960.KQ,KOSDAQ
남선알미늄,008350.KS,KOSPI
하이텍팜,106190.KQ,KOSDAQ
지니언스,263860.KQ,KOSDAQ
오로라,039830.KQ,KOSDAQ
티케이케미칼,104480.KQ,KOSDAQ
사조씨푸드,014710.KS,KOSPI
에스텍,069510.KQ,KOSDAQ
드림시큐리티,203650.KQ,KOSDAQ
와이즈넛,096250.KQ,KOSDAQ
퓨릿,445180.KQ,KOSDAQ
엠플러스,259630.KQ,KOSDAQ
에이티넘인베스트,021080.KQ,KOSDAQ
한세예스24홀딩스,016450.KS,KOSPI
조선내화,462520.KS,KOSPI
모나용평,070960.KS,KOSPI
디와이파워,210540.KS,KOSPI
HDC현대EP,089470.KS,KOSPI
센서뷰,321370.KQ,KOSDAQ
코아시아,045970.KQ,KOSDAQ
오상헬스케어,036220.KQ,KOSDAQ
세아특수강,019440.KS,KOSPI
로체시스템즈,071280.KQ,KOSDAQ
바이젠셀,308080.KQ,KOSDAQ
그래디언트,035080.KQ,KOSDAQ
광무,029480.KQ,KOSDAQ
싸이토젠,217330.KQ,KOSDAQ
조일알미늄,018470.KS,KOSPI
현대에버다임,041440.KQ,KOSDAQ
국전약품,307750.KQ,KOSDAQ
세보엠이씨,011560.KQ,KOSDAQ
켐트로스,220260.KQ,KOSDAQ
KX,122450.KQ,KOSDAQ
진원생명과학,011000.KS,KOSPI
애니플러스,310200.KQ,KOSDAQ
아스타,246720.KQ,KOSDAQ
미원홀딩스,107590.KS,KOSPI
아우토크립트,331740.KQ,KOSDAQ
버킷스튜디오,066410.KQ,KOSDAQ
디알텍,214680.KQ,KOSDAQ
디앤씨미디어,263720.KQ,KOSDAQ
뉴프렉스,085670.KQ,KOSDAQ
코다코,046070.KQ,KOSDAQ
케이에스피,073010.KQ,KOSDAQ
원일티엔아이,136150.KQ,KOSDAQ
파세코,037070.KQ,KOSDAQ
대동전자,008110.KS,KOSPI
대한화섬,003830.KS,KOSPI
한국주철관,000970.KS,KOSPI
티앤알바이오팹,246710.KQ,KOSDAQ
코아스템켐온,166480.KQ,KOSDAQ
신라교역,004970.KS,KOSPI
동아엘텍,088130.KQ,KOSDAQ
디와이피엔에프,104460.KQ,KOSDAQ
미래컴퍼니,049950.KQ,KOSDAQ
모다이노칩,080420.KQ,KOSDAQ
유수홀딩스,000700.KS,KOSPI
저스템,417840.KQ,KOSDAQ
드림씨아이에스,223250.KQ,KOSDAQ
원준,382840.KQ,KOSDAQ
네오티스,085910.KQ,KOSDAQ
아가방컴퍼니,013990.KQ,KOSDAQ
동국산업,005160.KQ,KOSDAQ
사조동아원,008040.KS,KOSPI
이엠코리아,095190.KQ,KOSDAQ
메쎄이상,408920.KQ,KOSDAQ
한독,002390.KS,KOSPI
신영와코루,005800.KS,KOSPI
야스,255440.KQ,KOSDAQ
무림P&P,009580.KS,KOSPI
한컴위드,054920.KQ,KOSDAQ
엑셈,205100.KQ,KOSDAQ
동신건설,025950.KQ,KOSDAQ
샘표,007540.KS,KOSPI
동부건설,005960.KS,KOSPI
KEC,092220.KS,KOSPI
태림포장,011280.KS,KOSPI
코데즈컴바인,047770.KQ,KOSDAQ
그린케미칼,083420.KS,KOSPI
디바이스,187870.KQ,KOSDAQ
MDS테크,086960.KQ,KOSDAQ
세명전기,017510.KQ,KOSDAQ
해성에어로보틱스,059270.KQ,KOSDAQ
블루엠텍,439580.KQ,KOSDAQ
오성첨단소재,052420.KQ,KOSDAQ
금양그린파워,282720.KQ,KOSDAQ
에프앤가이드,064850.KQ,KOSDAQ
빅솔론,093190.KQ,KOSDAQ
코칩,126730.KQ,KOSDAQ
한국제지,027970.KS,KOSPI
다산네트웍스,039560.KQ,KOSDAQ
넥써쓰,205500.KQ,KOSDAQ
티에이치엔,019180.KS,KOSPI
이녹스,088390.KQ,KOSDAQ
제룡산업,147830.KQ,KOSDAQ
한신공영,004960.KS,KOSPI
와이제이링크,209640.KQ,KOSDAQ
효성화학,298000.KS,KOSPI
아미노로직스,074430.KQ,KOSDAQ
한일철강,002220.KS,KOSPI
한진중공업홀딩스,003480.KS,KOSPI
에스와이,109610.KQ,KOSDAQ
대교,019680.KS,KOSPI
효성ITX,094280.KS,KOSPI
셀루메드,049180.KQ,KOSDAQ
고려신용정보,049720.KQ,KOSDAQ
그린리소스,402490.KQ,KOSDAQ
유니퀘스트,077500.KS,KOSPI
KT나스미디어,089600.KQ,KOSDAQ
NICE인프라,063570.KQ,KOSDAQ
아모센스,357580.KQ,KOSDAQ
선광,003100.KQ,KOSDAQ
텔코웨어,078000.KS,KOSPI
티씨머티리얼즈,125020.KQ,KOSDAQ
아로마티카,0015N0.KQ,KOSDAQ
레몬,294140.KQ,KOSDAQ
엠에스오토텍,123040.KQ,KOSDAQ
매일홀딩스,005990.KQ,KOSDAQ
DMS,068790.KQ,KOSDAQ
경보제약,214390.KS,KOSPI
콘텐트리중앙,036420.KS,KOSPI
슈피겐코리아,192440.KQ,KOSDAQ
메타바이오메드,059210.KQ,KOSDAQ
피앤에스로보틱스,460940.KQ,KOSDAQ
옵투스제약,131030.KQ,KOSDAQ
엠에스씨,009780.KQ,KOSDAQ
에프엔에스테크,083500.KQ,KOSDAQ
NPC,004250.KS,KOSPI
디와이,013570.KS,KOSPI
현대리바트,079430.KS,KOSPI
이지스레지던스리츠,350520.KS,KOSPI
컴투스홀딩스,063080.KQ,KOSDAQ
서울옥션,063170.KQ,KOSDAQ
엑세스바이오,950130.KQ,KOSDAQ
태경산업,015890.KS,KOSPI
세원정공,021820.KS,KOSPI
뉴엔AI,463020.KQ,KOSDAQ
바이오에프디엔씨,251120.KQ,KOSDAQ
두올,016740.KS,KOSPI
아이디스홀딩스,054800.KQ,KOSDAQ
모델솔루션,417970.KQ,KOSDAQ
대성홀딩스,016710.KS,KOSPI
셀바스헬스케어,208370.KQ,KOSDAQ
샘표식품,248170.KS,KOSPI
유니트론텍,142210.KQ,KOSDAQ
한신기계,011700.KS,KOSPI
심텍홀딩스,036710.KQ,KOSDAQ
모비스,250060.KQ,KOSDAQ
세이브존I&C,067830.KS,KOSPI
HS애드,035000.KS,KOSPI
양지사,030960.KQ,KOSDAQ
에코플라스틱,038110.KQ,KOSDAQ
더블유에스아이,299170.KQ,KOSDAQ
아이엘,307180.KQ,KOSDAQ
삼익제약,014950.KQ,KOSDAQ
랩지노믹스,084650.KQ,KOSDAQ
지에프아이,493330.KQ,KOSDAQ
쎄크,081180.KQ,KOSDAQ
나노,187790.KQ,KOSDAQ
아이로보틱스,066430.KQ,KOSDAQ
한국파마,032300.KQ,KOSDAQ
디씨엠,024090.KS,KOSPI
코메론,049430.KQ,KOSDAQ
아바텍,149950.KQ,KOSDAQ
웅진씽크빅,095720.KS,KOSPI
일동홀딩스,000230.KS,KOSPI
팜스코,036580.KS,KOSPI
윈스테크넷,136540.KQ,KOSDAQ
웹케시,053580.KQ,KOSDAQ
에스피시스템스,317830.KQ,KOSDAQ
아모텍,052710.KQ,KOSDAQ
대봉엘에스,078140.KQ,KOSDAQ
미투온,201490.KQ,KOSDAQ
아진산업,013310.KQ,KOSDAQ
에스피소프트,443670.KQ,KOSDAQ
알파칩스,117670.KQ,KOSDAQ
메가스터디,072870.KQ,KOSDAQ
에이치엔에스하이텍,044990.KQ,KOSDAQ
SK우,03473K.KS,KOSPI
일신석재,007110.KS,KOSPI
오스테오닉,226400.KQ,KOSDAQ
포바이포,389140.KQ,KOSDAQ
오르비텍,046120.KQ,KOSDAQ
경동도시가스,267290.KS,KOSPI
그리드위즈,453450.KQ,KOSDAQ
한솔홀딩스,004150.KS,KOSPI
농우바이오,054050.KQ,KOSDAQ
시스웍,269620.KQ,KOSDAQ
휴마시스,205470.KQ,KOSDAQ
에이럭스,475580.KQ,KOSDAQ
서울바이오시스,092190.KQ,KOSDAQ
바이오스마트,038460.KQ,KOSDAQ
코스맥스비티아이,044820.KS,KOSPI
KCC건설,021320.KQ,KOSDAQ
스마트레이더시스템,424960.KQ,KOSDAQ
HS화성,002460.KS,KOSPI
모베이스,101330.KQ,KOSDAQ
공구우먼,366030.KQ,KOSDAQ
현대바이오랜드,052260.KQ,KOSDAQ
팜스토리,027710.KQ,KOSDAQ
태경비케이,014580.KS,KOSPI
화승코퍼레이션,013520.KS,KOSPI
특수건설,026150.KQ,KOSDAQ
조선선재,120030.KS,KOSPI
벽산,007210.KS,KOSPI
신흥,004080.KS,KOSPI
현대이지웰,090850.KQ,KOSDAQ
SBI인베스트먼트,019550.KQ,KOSDAQ
폴라리스AI,039980.KQ,KOSDAQ
한국수출포장,002200.KS,KOSPI
제일파마홀딩스,002620.KS,KOSPI
이엠텍,091120.KQ,KOSDAQ
하이드로리튬,101670.KQ,KOSDAQ
알서포트,131370.KQ,KOSDAQ
에이엘티,172670.KQ,KOSDAQ
우신시스템,017370.KS,KOSPI
쎌바이오텍,049960.KQ,KOSDAQ
마음AI,377480.KQ,KOSDAQ
와이엔텍,067900.KQ,KOSDAQ
케이엔에스,432470.KQ,KOSDAQ
도이치모터스,067990.KQ,KOSDAQ
SM C&C,048550.KQ,KOSDAQ
극동유화,014530.KS,KOSPI
유성티엔에스,024800.KQ,KOSDAQ
엔에프씨,265740.KQ,KOSDAQ
티와이홀딩스,363280.KS,KOSPI
대창,012800.KS,KOSPI
네오오토,212560.KQ,KOSDAQ
이지케어텍,099750.KQ,KOSDAQ
동방,004140.KS,KOSPI
청담글로벌,362320.KQ,KOSDAQ
퓨런티어,370090.KQ,KOSDAQ
세아메카닉스,396300.KQ,KOSDAQ
아이엠비디엑스,461030.KQ,KOSDAQ
키다리스튜디오,020120.KS,KOSPI
넥스트칩,396270.KQ,KOSDAQ
선진뷰티사이언스,086710.KQ,KOSDAQ
유니켐,011330.KS,KOSPI
아모그린텍,125210.KQ,KOSDAQ
DKME,015590.KS,KOSPI
우수AMS,066590.KQ,KOSDAQ
아주스틸,139990.KS,KOSPI
유아이엘,049520.KQ,KOSDAQ
한일사료,005860.KQ,KOSDAQ
한국경제TV,039340.KQ,KOSDAQ
KTcs,058850.KS,KOSPI
아시아나IDT,267850.KS,KOSPI
케이피에프,024880.KQ,KOSDAQ
HL D&I,014790.KS,KOSPI
워트,396470.KQ,KOSDAQ
인트론바이오,048530.KQ,KOSDAQ
고바이오랩,348150.KQ,KOSDAQ
우리손에프앤지,073560.KQ,KOSDAQ
지앤비에스 에코,382800.KQ,KOSDAQ
레뷰코퍼레이션,443250.KQ,KOSDAQ
더네이쳐홀딩스,298540.KQ,KOSDAQ
티에스아이,277880.KQ,KOSDAQ
컴퍼니케이,307930.KQ,KOSDAQ
엣지파운드리,105550.KQ,KOSDAQ
피제이전자,006140.KQ,KOSDAQ
비엠티,086670.KQ,KOSDAQ
휴니드,005870.KS,KOSPI
크레버스,096240.KQ,KOSDAQ
디이엔티,079810.KQ,KOSDAQ
로젠,033290.KQ,KOSDAQ
